party,chunk
SVP,"✔ als Arbeitnehmer weniger Lohnabzüge, damit mehr zum Leben bleibt;
✔ als Rentner sichere Renten;
✔ als junger Erwerbstätiger die Aussicht, auch langfristig über sichere
Sozialwerke zu verfügen;
✔ als in Not Geratener die Sicherheit, nicht wegen Missbräuchen anderer
schlechter dazustehen;
✔ als Konsument keine Erhöhung von Steuern und anderen Abgaben
für Sozialwerke;
✔ als Gemeindepolitiker die Möglichkeit, in jeder Situation bedarfs-
gerecht handeln zu können;
✔ als Gewerbetreibender keine zusätzlichen Abgaben und Belastungen.
Bildung, Forschung und
Innovation
Starker Bildungs- und
Innovationsplatz mit
klarer Aufgabenteilung
Ein effizientes Bildungs-, Forschungs- und
Innovationssystem ist eine wesentliche
Grundlage für die wirtschaftliche Entwicklung
und den Wohlstand der Schweiz. Die Partei unter-
stützt eine qualitativ hochstehende Ausbildung,
die sich auf die wirtschaftliche Realität der Be-
rufswelt konzentriert. Forschung und Innovation"
SVP,"die sich auf die wirtschaftliche Realität der Be-
rufswelt konzentriert. Forschung und Innovation
sind in erster Linie eine Aufgabe der Privatwirt-
schaft – der Staat soll hier eine subsidiäre Rolle
einnehmen und für gute Rahmenbedingungen
sorgen.
101
Judith Ricklin
Primarlehrerin
Integrativer Unterricht und
Zuwanderung belasten das
Lernklima in den ohnehin schon sehr
heterogenen Schulklassen. Immer mehr
Pädagogen agieren in der Folge in einer
Schulklasse, was entsprechende Unruhe
erzeugt. Dies alles wirkt sich negativ
aufs Klassenklima und Lernen aus.
Es ist höchste Zeit, diese Experimente
zu beenden.
102
B i l d u n g , F o r s c h u n g u n d I n n o v a t i o n
Eine auf die Beschäftigung ausgerichtete Ausbildung
Das Bildungssystem muss sich an der Realität der Arbeitswelt
orientieren. Wenn mehr Ärzte, Informatiker, Ingenieure und
Techniker benötigt werden, müssen diese in der Schweiz aus-
gebildet werden. Angesichts der Kritik von Wirtschaftsführern"
SVP,"gebildet werden. Angesichts der Kritik von Wirtschaftsführern
und Hochschulen an den mangelnden Grundkenntnissen
der Volksschulabgänger müssen die Verantwortlichen dieser
Schulstufe die Ausbildung wieder auf die Muttersprache, Ma-
thematik und Naturwissenschaften fokussieren und auf ideo-
logischen Unterricht wie Genderpolitik und Sexualkunde oder
gar wirtschaftsfeindlichen Konsumenten- und Umweltschutz
verzichten. Verhaltensauffällige und lernbehinderte Kinder
mit Sonderschulstatus sollen nicht per se integriert, sondern
auch in separaten Klassen unterrichtet werden können.
Ohne Fleiss kein Preis
Das Fordern muss die Grundlage des Schulalltags sein, denn
die Realität in der Berufswelt ist Wettbewerb und das Stre-
ben nach guten Leistungen. Die Souveränität der Kantone für
das Schulwesen (Primar- und Sekundarstufe I) ist einer der
Grundpfeiler des Schweizer Bildungssystems. Die Kantone
und damit die Bürgerinnen und Bürger müssen ihr Schulsys-"
SVP,"und damit die Bürgerinnen und Bürger müssen ihr Schulsys-
tem nach den Regeln der direkten Demokratie wählen kön-
nen. Die Lehrpläne der Kantone müssen klare und verbind-
liche Ziele vorgeben. Leistung und Qualität müssen auf allen
Schulstufen gefordert und gefördert werden. Ohne Ordnung,
Disziplin und Anstrengungsbereitschaft gibt es keinen schu-
lischen Erfolg. Hausaufgaben fördern das Leistungsbewusst-
sein und bilden gleichzeitig eine essenzielle Brücke zwischen
der Schule und den Eltern. Die Leistungen der Schüler müssen
durch Noten und schriftliche Beurteilungen des Verhaltens
bewertet werden. Die Zeugnisse müssen einfach, übersichtlich
und für Eltern und Lehrbetriebe verständlich gestaltet sein.
Berufslehre und technische Berufe stärken
Durch die gezielte Förderung des dualen Systems sollen die
Vorteile der Berufslehre stärker hervorgehoben werden und
B i l d u n g , F o r s c h u n g u n d I n n o v a t i o n 103
dazu führen, dass in Zukunft wieder mehr Jugendliche eine"
SVP,"dazu führen, dass in Zukunft wieder mehr Jugendliche eine
praxisorientierte Berufslehre absolvieren. Die hohen Maturi-
tätsquoten sind vor allem das Ergebnis einer Gleichmacherei
und einer Nivellierung nach unten. Es ist weitgehend erwie-
sen, dass die Berufsbildung die beste Garantie gegen Jugend-
arbeitslosigkeit ist und das nützlichste Bindeglied zwischen
Wirtschaft und öffentlicher Bildung darstellt. Die Partei be-
kämpft daher den aktuellen Trend, junge Menschen in die
Universitäten zu drängen. Sie setzt sich auch dafür ein, dass
beispielsweise darauf verzichtet wird, von Lehrern, Hebam-
men, Pflegenden sowie Kindergarten- und Primarschullehrern
eine Masterausbildung zu verlangen. Auch Fachhochschulen
sollten keine Doktortitel mehr verleihen.
Forschung und Innovation: Streben nach
Exzellenz
Innovation ist der Treiber für wirtschaftliche Entwicklung.
Die Schweiz mit ihren hohen Kostenstrukturen, dem kleinen
Heimmarkt und fehlenden Rohstoffen, ist zwingend auf In-"
SVP,"Heimmarkt und fehlenden Rohstoffen, ist zwingend auf In-
novation angewiesen und gilt daher als Innovationsweltmeis-
terin. Der Forschungs- und Innovationsplatz ist auf günstige
Rahmenbedingungen angewiesen. In diesem Zusammenhang
ist der Platz des Staates vor allem subsidiär. Diese Methode
zahlt sich aus: Die Schweiz belegt in vielen internationalen
Vergleichen einen Spitzenplatz oder gar eine Führungspositi-
on, während die Privatunternehmen mehr als zwei Drittel der
Ausgaben für Forschung und Entwicklung tragen.
104
B i l d u n g , F o r s c h u n g u n d I n n o v a t i o n
Universitäten: Technisches Wissen für die Besten
Die Schweizer Universitäten und die Eidgenössischen Techni-
schen Hochschulen müssen den Schwerpunkt auf die Vermitt-
lung von theoretischem Wissen, auf wissenschaftliche Arbeit
und Spitzenforschung legen. Die Studienangebote müssen sich
stärker an den Bedürfnissen des Arbeitsmarktes orientieren.
In dieser Hinsicht muss ein «Numerus Clausus» für Sozial-"
SVP,"In dieser Hinsicht muss ein «Numerus Clausus» für Sozial-
und Geistwissenschaft eingeführt werden. Die Partei will kei-
ne Massenuniversitäten, sondern fordert Spitzenuniversitäten
für die besten Studenten. Angesichts der Bedrohungen durch
extremistische Gruppierungen müssen die Universitäten aus-
serdem die Meinungsfreiheit von Studenten, Professoren und
Referenten garantieren. Es ist nicht hinnehmbar, dass Vor-
lesungen wegen einer Minderheit von Studenten, die sich der
Meinungsvielfalt widersetzen, abgesagt werden.
Vernünftige internationale Zusammenarbeit
Es ist nicht hinnehmbar, dass die Schweizer Steuerzahler die
Ausbildung von Tausenden von ausländischen Studenten fi-
nanzieren, die nach Abschluss ihrer Ausbildung das Land ver-
lassen und ihr Wissen in anderen Volkswirtschaften einset-
zen. Daher müssen von ausländischen Studenten wesentlich
höhere Universitätsgebühren verlangt werden. Die Schweizer
Teilnahme an bürger- und wirtschaftsfernen EU-Bildungs-"
SVP,"Teilnahme an bürger- und wirtschaftsfernen EU-Bildungs-
und Forschungsprogrammen müssen kritisch beurteilt und
nicht um jeden Preis akzeptiert werden. Die Diversifizierung
der wissenschaftlichen Partner muss eine übergeordnete Rolle
spielen.
Standpunkte
Die Partei …
● setzt sich für ein qualitativ hochstehendes, effizientes und leistungsorien-
tiertes Bildungswesen ein, das die Vermittlung von Bildung ins Zentrum
stellt;
● fordert eine Abkehr vom einseitig integrativen Schulsystem;
● verteidigt die Hoheit und Eigenständigkeit der Kantone im Bildungswe-
sen, namentlich an der Volksschule;
● fordert einen modernen, der Digitalisierung angepassten Schulunterricht
und will gescheiterte Bildungsexperimente der letzten Jahre rückgängig
machen (z. B. integrativer Unterricht oder lautgetreues Schreiben);
● kämpft gegen eine systematische Privilegierung von ausländischen
Kindern und für eine Abkehr von der minimalistischen Nivellierung nach
unten, lediglich zugunsten der schulisch Schwächsten;"
SVP,"unten, lediglich zugunsten der schulisch Schwächsten;
● bekämpft das systematische und krankhafte Diagnostizieren von allfälli-
gen Fehlentwicklungen bei Schulkindern, um diese staatlich zu fördern.
Der Gesamtanteil an Förderunterricht ist zu reduzieren;
● fordert gewalt- und drogenfreie Schulen. Der Gewalt- und Suchtpräven-
tion in der Schule ist der notwendige Stellenwert einzuräumen;
● steht für politisch ausgewogenen Unterricht sowie die Vermittlung und
den Erhalt von schweizerischen kulturellen Werten und Traditionen an den
öffentlichen Schulen;
● will, dass die Maturaquote nicht künstlich erhöht wird und die Eintritts-
prüfungen an Mittelschulen bestehen bleiben;
● setzt sich für die Stärkung der dualen Berufsbildung mit praxisbezogenem
Fokus ein;
● fordert einen «Numerus Clausus» für Sozial- und Geisteswissenschaften
für eine besser an der Wirtschaft und Wertschöpfung orientierten Studien-
landschaft;
● setzt sich für Meinungsfreiheit an der Universität und für Meinungsvielfalt"
SVP,"landschaft;
● setzt sich für Meinungsfreiheit an der Universität und für Meinungsvielfalt
bei den Lehrkräften ein;
B i l d u n g , F o r s c h u n g u n d I n n o v a t i o n 105
● begrüsst die Förderung von privaten Geldern bei den Lehrstühlen;
● fordert höhere Studiengebühren für ausländische Studenten;
● fordert periodische Überprüfungen und notwendige Anpassungen des
Bolognasystems bezüglich der Abschlüsse, der Attraktivität und der
Arbeitsmarktfähigkeit;
● verlangt Anreize für Studiendarlehen anstelle von Stipendien und will,
dass bei Studienabbruch die Stipendien konsequent zurückgefordert
werden;
● will den Ausbau der Fachhochschulen zu «kantonalen Universitäten» und
damit Doppelspurigkeiten verhindern (keine Masterstudiengänge, keine
Doktorarbeiten an Fachhochschulen);
● fordert, dass alle Dozenten, die an den Pädagogischen Hochschulen
angehende Lehrer ausbilden, selbst mindestens drei Jahre als Klassen-
lehrer tätig waren;"
SVP,"angehende Lehrer ausbilden, selbst mindestens drei Jahre als Klassen-
lehrer tätig waren;
● verlangt, dass private Bildungsträger, namentlich im Bereich der Weiter-
bildung, nicht staatlich konkurrenziert werden.
Vorteile
Das bringt mir:
✔ als Schüler und Student eine praxisnahe Ausbildung und gute Chancen im
Arbeitsmarkt;
✔ als Eltern die Gewissheit, dass meine Kinder in der Schule auf die Heraus-
forderungen des Berufslebens vorbereitet werden;
✔ als Lehrer die Möglichkeit, mich auf die Vermittlung von Wissen zu kon-
zentrieren, statt mich mit administrativem Leerlauf abzumühen;
✔ als Lehrbetrieb Lehrlinge, die mit einem soliden Bildungsrucksack aus der
Volksschule kommen;
✔ als Personalchef gut ausgebildete Berufsleute aus der Schweiz;
✔ als Steuerzahler, dass die Gelder zielgerichtet eingesetzt werden.
Mensch, Familie, Gesellschaft
und Religion
Eigenverantwortung
und gefestigte Werte
Minderheitsbewegungen zwingen unserer
Gesellschaft immer mehr ihre Ideologie"
SVP,"und gefestigte Werte
Minderheitsbewegungen zwingen unserer
Gesellschaft immer mehr ihre Ideologie
auf. Die Partei widersetzt sich dem mit Vehe-
menz. Die Säulen unserer Gesellschaft und des
friedlichen Zusammenlebens sind die Familie
und das christlich-abendländische Wertever-
ständnis. Zwanghaftes staatliches Streben
nach Gleichmacherei gefährdet das Leistungs-
bewusstsein jedes einzelnen. Eigenverantwor-
tung ist hier das Stichwort; es darf nicht sein,
dass der Staat oder eine ideologische Minder-
heit über das Gelingen oder Scheitern in der
privaten Lebensgestaltung entscheidet.
107
Esther Monney
Köchin und Arbeitsagogin i. A.
Intakte Familien sind das
Fundament einer starken
Gesellschaft. Doch Mitte-Links
versucht seit Jahren die
traditionelle Familie zu zerstören
und schreckt auch nicht davor
zurück, politischen Einfluss
auf die Kinder zu nehmen.
Wir verteidigen unsere
Werte!
108
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n"
SVP,"Werte!
108
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n
Keine Verstaatlichung der Familie
Der Staat greift zunehmend in die Familiengestaltung ein, in-
dem er gewisse Familienformen bevorzugt. So diskriminieren
etwa staatliche Subventionen und Steuererleichterungen für
Krippenbetreuung die traditionelle Familie. Der Staat interve-
niert auch dort, wo die Gesellschaft problemlos funktioniert,
und zahlt zum Beispiel an Kinderkrippen für Eltern, die dies
finanziell gar nicht nötig haben. Immer mehr Lebensformen
werden der Ehe rechtlich gleichgestellt. Der Verdacht liegt
nahe, dass diese Massnahmen beitragen sollen, die Gesellschaft
radikal umzubauen. Der Staat mischt sich so immer mehr in
die Erziehung der Kinder ein, anstatt sich auf seinen Bildungs-
auftrag zu beschränken.
Missbrauch der Schule
Aufgrund vermeintlicher Missstände wird gerne die Schule
zur Problemlösung herangezogen, sei dies im Bereich der Se-"
SVP,"zur Problemlösung herangezogen, sei dies im Bereich der Se-
xualerziehung, im Umgang mit Medien und Konsum oder bei
der «politischen Bildung». Ein freiheitliches Verständnis geht
jedoch davon aus, dass Eltern die Verantwortung für die Erzie-
hung ihrer Kinder tragen und Lehrer diese Themen und Berei-
che selber in Eigenverantwortung in den Unterricht einbauen
können. Grundsätzlich soll die Schule unsere Kinder auf ein
eigenverantwortliches Leben vorbereiten und ihnen das erfor-
derliche Rüstzeug für ein erfolgreiches Berufsleben mitgeben.
Die Partei will mündige Staatsbürger und keine gleichgeschalte-
ten Staatskinder.
Gleichmacherei als Einheitsbrei
Die geplanten Reformen des Ehe- und Familienrechts füh-
ren zu Beliebigkeit und Unverbindlichkeit. Die Ehe zwischen
Mann und Frau wird laufend geschwächt, indem dieser Ver-
bindung alle möglichen Formen des Zusammenlebens gleich-
gestellt werden. So wird beispielsweise die Gleichstellung"
SVP,"gestellt werden. So wird beispielsweise die Gleichstellung
von Polygamie (Vielehe) diskutiert. Des Weiteren will man
Mechanismen einrichten, wonach das Zusammenleben von
Erwachsenen mit Kindern nach einer gewissen Zeit automa-
tisch als Familie gilt. Dem Missbrauch und der Willkür wird
damit Tür und Tor geöffnet. Probleme beim Erbrecht, bei den
Sozialversicherungen, beim Scheidungsrecht, beim Unterhalt
oder beim Steuerrecht sind vorprogrammiert. Solche Refor-
men führen nicht zu einer liberalen Gesellschaft, sondern zu
einer Verstaatlichung des Privatlebens. Sie bedrohen wichtige
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n 109
gesellschaftliche Zellen wie die Familie, Vereine, Stiftungen,
Kirchen, Nachbarschaften sowie Dorf- und Quartiergemein-
schaften, die unabhängig vom Staat existieren.
Familien stärken – Geborgenheit ermöglichen
Die Familie und mit ihr die Ehe zwischen Mann und Frau
bilden die Grundlage unserer Gesellschaft. Eltern und Kin-"
SVP,"bilden die Grundlage unserer Gesellschaft. Eltern und Kin-
der verdienen den besonderen Schutz des Staates. Elternpaare
oder Alleinerziehende tragen die Verantwortung für die Er-
ziehung und Entwicklung ihrer Kinder und geben ihnen Lie-
be und Geborgenheit. Dabei lernt das Kind Hilfe und Rück-
sichtnahme sowie die Fähigkeit, Konflikte auszutragen. Die
Möglichkeit einer jeden mittelständischen Familie eine Lern-
und Entwicklungsumgebung im eigenen Haus zu bieten, ver-
bessert die Ausgangslage für eine gesunde Kindererziehung
mittels genügend Freiraum und fördert dadurch die Kinder.
Es gilt: Kein richtiges Zuhause ohne eigenes Haus!
Mehr Wertschätzung für ehrenamtliche Arbeit
Wertvolle Arbeit wird nicht nur am bezahlten Arbeitsplatz ge-
leistet, sondern Tag für Tag auch im privaten Kreis, sei es in
Form von Nachbarschaftshilfe, Pflege von Angehörigen oder
der Betreuung der Kinder. Diese Arbeit wird mehr und mehr
abgewertet und mit dem Schlagwort «Professionalisierung» an"
SVP,"abgewertet und mit dem Schlagwort «Professionalisierung» an
den Rand gedrängt. Staatliche Institutionen wie Kinderkrip-
pen oder Mittagstische können die elterliche Liebe und Für-
sorge nicht ersetzen. Die Erziehung der Kinder liegt von deren
Geburt an bis zur Volljährigkeit in der Verantwortung der El-
tern und kann nicht an den Staat delegiert werden. Wichtig
ist für unsere Jugend ein Umfeld, das ihnen Wertschätzung
entgegenbringt und in dem sie ihre Persönlichkeit weiterent-
wickeln können. Die Partei unterstützt daher auch Vereine und
Jugendverbände als wichtige Träger für eine sinnvolle Lebens-
und Freizeitgestaltung.
Kein Kampf der Geschlechter
Männer und Frauen sollen einander ergänzen. Nicht das
Geschlecht, sondern einzig die Eignung soll darüber ent-
110
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n
scheiden, wer welche Funktionen oder welches Amt beklei-
det. Gleiche Rechte und gleicher Lohn für gleichwertige Ar-"
SVP,"det. Gleiche Rechte und gleicher Lohn für gleichwertige Ar-
beit und Leistung für Mann und Frau sind für die Partei eine
Selbstverständlichkeit. Diesem Ziel dienen weder staatliche
Gleichstellungsbüros noch sonstige bürokratische Regelun-
gen wie Lohnpolizei oder Quoten. Die Partei wehrt sich gegen
Gleichmacherei und setzt auf das eigenverantwortliche part-
nerschaftliche Engagement von Mann und Frau in Familie,
Gesellschaft, Beruf und Politik.
Die eigenen Wurzeln erhalten
Die Entflechtung von Kirche und Staat darf nicht darüber hin-
wegtäuschen, dass ein christlich geprägtes Gesellschafts- und
Menschenbild für die Kultur und die Politik der Schweiz von
grosser Wichtigkeit ist. Der Verlust dieser Wurzeln und Wer-
te wäre verheerend. Gerade die individuelle Freiheit ist eine
Folge des christlichen Menschenbildes. Die Entwicklung der
Demokratie aus antiken Vorstellungen ist nur mit dem Über-
gang zur Selbstverantwortung zu verstehen. Weiter ist die pro-"
SVP,"gang zur Selbstverantwortung zu verstehen. Weiter ist die pro-
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n 111
testantische Arbeitsethik Grundlage einer unternehmerischen
und leistungsorientierten Gesellschaft. Aus den christlich-
abendländischen Grundlagen schöpfen wir vernünftiges Den-
ken, Kreativität und Innovation. Denn Unternehmertum und
Fortschritt wurzeln in tätiger Hoffnung auf eine prosperieren-
de Zukunft. Aber auch der katholische Subsidiaritätsgedanke
und die Betonung des Werts des Individuums innerhalb der
Schöpfung waren und sind für die Schweiz und den Schweizer
Föderalismus prägend.
Auch Toleranz und Offenheit zählen zum christlichen Erbe.
Dies soll uns aber nicht aus falsch verstandener politischer
Korrektheit daran hindern, den politischen Islam genau und
kritisch zu beleuchten. In der Schweiz leben rund 400’000
Angehörige muslimischen Glaubens. Gewiss sympathisiert
nur eine kleine Minderheit mit islamistischem Gedankengut."
SVP,"nur eine kleine Minderheit mit islamistischem Gedankengut.
Doch die muslimischen Zuwanderer stammen oft aus Län-
dern, in denen keine demokratische Rechtsordnung herrscht.
Aus Sicht der Partei ist die offizielle Anerkennung weiterer Lan-
deskirchen kein gangbarer Weg, da er unweigerlich zu weitrei-
chenden Forderungen seitens dieser Gemeinschaften führen
wird.
Glaubens- und Gewissensfreiheit hochhalten
Unsere geistigen, historischen und kulturellen Wurzeln müs-
sen erhalten und gepflegt werden. Aufgabe der Kirchen ist es,
den Menschen durch Verkündigung und Seelsorge Halt und
echte Lebenshilfe zu bieten. Die Kirchen leisten damit einen
wesentlichen Beitrag an eine solidarische Schweiz. Die Kir-
che soll sich dabei jedoch nicht politisch äussern. Weder eine
Partei noch der Staat soll Menschen auf religiöse Überzeugun-
gen verpflichten oder ihnen einen bestimmten Glauben vor-
schreiben. Unsere Glaubens- und Gewissensfreiheit erlaubt"
SVP,"schreiben. Unsere Glaubens- und Gewissensfreiheit erlaubt
allen Einwohnern freies Denken, Schreiben, Sprechen – und
Bekennen. Kirchen und Religionsgemeinschaften geniessen
darum im Rahmen der Verfassung Freiheit der Verkündigung
und Freiheit für die kirchliche Tätigkeit. Parallelgesellschaften
mit eigenem Rechtssystem dürfen hingegen nicht geduldet
werden. Unsere Gerichte dürfen beispielsweise einen islami-
schen Kulturhintergrund keinesfalls zur Strafmilderung her-
anziehen. Die Duldung oder gar Beförderung von Praktiken
wie Zwangsheirat, Ehrenmorden, Blutrache, weiblicher Ge-
nitalbeschneidung, Eheschliessung mit Minderjährigen oder
Vielehen ist hierzulande absolut inakzeptabel.
112
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n
Freie Meinungsäusserung ohne Maulkorb
Die 1994 vom Volk knapp akzeptierte Rassismus-Strafnorm
hat sich wie befürchtete nicht bewährt und ist abzuschaffen.
Die sich stets ausweitende Gerichtspraxis zeigt die Absurdität"
SVP,"Die sich stets ausweitende Gerichtspraxis zeigt die Absurdität
dieser Strafnorm. Der Rückgriff aufs Strafrecht, um Meinun-
gen zu verurteilen oder jene einzuschüchtern, die diese ver-
treten, ist zutiefst undemokratisch. Eine Demokratie ist noch
nie an zu viel Meinungsäusserungsfreiheit gescheitert – aber
an zu wenig.
Keine Duldung von Parallelgesellschaften
Das Rechtswesen hat mit geeigneten Massnahmen dafür zu
sorgen, dass sich beispielsweise das Problem mit dem Islamis-
mus nicht weiter verschärft. Es ist klarzumachen, dass unse-
re Regeln für alle Angehörigen von Religionsgemeinschaften
gelten und jeder sich anpassen muss, der hier leben will. Die
Gleichheit vor dem Gesetz gilt immer. Darum sind etwa Dis-
pensation vom Schwimmunterricht oder der Verzicht auf das
Singen von Weihnachtsliedern im Kindergarten nicht zuläs-
sig. Auch ist die schleichende Ausbreitung von Scharia-Ge-
pflogenheiten parallel zu unserem Rechtsstaat vehement zu"
SVP,"pflogenheiten parallel zu unserem Rechtsstaat vehement zu
unterbinden. Wer nicht vorbehaltlos zu unseren freiheitlich-
demokratischen Grundrechten steht, darf nicht eingebürgert
werden. Wer sich aktiv unserer Wertordnung widersetzt und
nicht Schweizer Bürger ist, soll ausgewiesen werden.
M e n s c h , F a m i l i e , G e s e l l s c h a f t u n d R e l i g i o n 113
Standpunkte
Die Partei …
● setzt sich für Eigenverantwortung und Selbstbestimmung der
Familien ein und wendet sich gegen die weitere Verstaatlichung von
Familien und Kindern;
● fordert die Stärkung der Meinungsäusserungsfreiheit durch Aufhe-
bung der Rassismus-Strafnorm;
● fordert die Befreiung von Familien von finanziellen Benachteiligungen
wie der Heiratsstrafe sowie Besteuerungen von Kindergeld;
● anerkennt Frau und Mann als gleichberechtigte Partner in Beruf und
Gesellschaft und lehnt jegliche staatliche Quotenregelungen ab;
● will keine Vielehen und keine Adoption von Kindern durch sogenannte
Einelternfamilien;"
SVP,"● will keine Vielehen und keine Adoption von Kindern durch sogenannte
Einelternfamilien;
● lehnt Zwangsehen und Beschneidungen bei Mädchen strikte ab. Das
Strafgesetzbuch ist konsequent anzuwenden;
● lehnt den Ausbau des staatlich-diktierten Vaterschafts- oder Eltern-
urlaubes ab;
● will keine zentral vorgeschriebenen Tagesstrukturen, sondern sinn-
volle Angebote auf der Stufe der Gemeinde, wo ein Bedürfnis besteht
und die Finanzierung primär privat erfolgt;
● unterstützt das Zusammenleben in Familie, Vereinen, Nachbarschaf-
ten, Kirchen, Dorf- und Quartiergemeinschaften;
● setzt sich für ein selbstbestimmtes und würdevolles Leben der älteren
Menschen ein;
● setzt sich gegen eine Zwangs-Frühsexualisierung durch den Staat ein;
● steht zum christlich-abendländischen Fundament unseres Staatswe-
sens, unserer Rechtsordnung und unserer Kultur;
● fordert, dass Kreuze als Symbole unserer christlich-abendländischen
Kultur und unserer Religion auch im öffentlichen Raum respektiert"
SVP,"Kultur und unserer Religion auch im öffentlichen Raum respektiert
und toleriert werden;
● lehnt religiös motivierte Sonderrechte ab, welche im Widerspruch zu
unserer Rechtsordnung stehen;
● fordert die konsequente Umsetzung des Verhüllungsverbots und ein
Kopftuchverbot an Schulen und Kindergärten;
● widersetzt sich besonderen Feiertagsregelungen für nicht anerkannte
Glaubensgemeinschaften;
● lehnt die öffentliche Finanzierung von Imamen in Asylzentren, Ge-
fängnissen und in der Armee ab;
● fordert ein konsequentes Verbot von Gruppen, welche die Schweizer
Bundesverfassung nicht achten;
● lehnt die Anerkennung nicht-westlicher Religionsgemeinschaften als
öffentlich-rechtliche Körperschaften und die staatliche Ausbildung
Geistlicher dieser Religionsgemeinschaften ab.
Vorteile
Das bringt mir:
✔ als Individuum möglichst viel Freiheit und möglichst wenig staatliche
Bevormundung;
✔ als Familie Freiraum für die eigenverantwortliche Entfaltung und"
SVP,"Bevormundung;
✔ als Familie Freiraum für die eigenverantwortliche Entfaltung und
Schutz vor staatlicher Einflussnahme auf die Erziehung;
✔ als Kind Liebe und Geborgenheit in der Familie;
✔ als Lediger, dass ich nicht immer noch mehr für andere bezahlen muss;
✔ Gleichberechtigung in der Beziehung zwischen Mann und Frau.
Gender-Terror und
Woke-Wahnsinn
Gegen Ausgrenzung –
für eine offene und freie
Gesellschaft
Die Ideologie der politischen Korrektheit
überbordet: Gender-Terror, Woke-Wahnsinn
und Cancel Culture sind Auswüchse einer extre-
mistischen Verbotskultur, die auf Ausgrenzung
und Zensur abzielt. Diese gefährlichen Tenden-
zen attackieren den Kern unserer offenen Ge-
sellschaft. Es muss Schluss sein mit Maulkörben,
Denkverboten und teuren Scheinproblemen.
Jeder muss das Recht haben, sich ohne Repres-
sionen frei zu äussern.
115
Denise Neuweiler
Gemeindepräsidentin
Die Forderung nach einer
extrem gendergerechten
und woken Sprache verfolgt
die Absicht, die freiheitlich-"
SVP,"extrem gendergerechten
und woken Sprache verfolgt
die Absicht, die freiheitlich-
demokratische Gesellschaft aus
den Angeln zu heben. Das ist
verheerend. Es braucht das
energische Gegensteuer
der Vernünftigen.
116
G e n d e r - T e r r o r u n d W o k e - W a h n s i n n
«Darf ich das noch sagen?»
Die aufgeklärten westlichen Gesellschaften sägen an dem Ast,
auf dem sie sitzen: Die Freiheit des Denkens, Redens und
Schreibens wird immer mehr eingeschränkt. Die Linienrichter
der politischen Korrektheit gehen gegen alles vor, was nicht ih-
rer eigenen Ideologie entspricht. Viele Bürger trauen sich nicht
mehr zu sagen, was sie denken – aus Angst vor Shitstorms,
sozialem Druck und Benachteiligungen. Diese Entwicklung ist
brandgefährlich, denn sie greift die Substanz unserer offenen
Gesellschaft und unseres liberalen Rechtsstaats an. Die Vielfalt
der Meinungen und der demokratische Wettstreit der Argu-
mente dürfen nicht durch Maulkörbe und Denkverbote be-
hindert werden.
Gender-Terror stoppen"
SVP,"mente dürfen nicht durch Maulkörbe und Denkverbote be-
hindert werden.
Gender-Terror stoppen
Dass Mann und Frau gleiche Rechte haben, ist selbstverständ-
lich und garantierter Teil unserer Rechtsordnung. Den jungen
Mädchen und Frauen stehen heute alle Möglichkeiten offen.
Von einer Diskriminierung aufgrund des Geschlechts kann
keine Rede mehr sein. Dennoch propagieren die Behörden
die «Gleichstellung» und das «Gender-Mainstreaming». Beim
Bund, bei Kantonen, Städten und Hochschulen gibt es un-
zählige Gleichstellungsbüros, Gleichstellungsbeauftragte und
Gender-Leitfäden, die die Frauen dorthin «stellen» wollen,
wo sie längst schon selbst hingekommen sind – oder vielleicht
auch gar nicht hinwollen. Dabei geht es nicht bloss um Ideo-
logie, sondern um handfeste Interessen: um Geld und Macht.
Das zeigt sich exemplarisch an den Universitäten: Der Gender-
trend steuert dort Finanzflüsse und lenkt Karrieren. Wer nicht
brav mitmarschiert, kann seine akademischen Ambitionen"
SVP,"brav mitmarschiert, kann seine akademischen Ambitionen
begraben oder wird mit unsanften Mitteln auf Kurs gebracht.
So gelten mancherorts strikte Regeln für eine «gendergerech-
te» Schreibweise. Wer nicht spurt, wird mit Notenabzügen be-
straft. Dabei ist es den selbsternannten Sprachpolizisten egal,
dass sie gegen die Regeln der Rechtschreibung verstossen und
unsere Sprache verhunzen.
Auswüchse der Trans-Kultur
Während die klassische Gender-Ideologie alles auf Mann und
Frau reduzierte, richtet sich der Fokus längst auch auf die ver-
schwindend kleine Minderheit der Menschen mit Transiden-
tität. Dahinter steht die Behauptung, das Geschlecht sei nicht
biologisch bedingt, sondern eine «soziale Konstruktion». In
der Praxis führt das zu immer mehr unverhältnismässigen
und teuren Massnahmen. Für das «Es» werden in Schulen und
Öffentlichkeit eigene Toiletten gebaut. Kinder werden diesem
ideologischen Irrsinn ausgesetzt – gegen den Willen der El-"
